Date,Date,Open,High,Low,Close,SMA,WMA,MOMENTUM,K,D,RSI,MACD,R,ADX,CCI,MACDsignal,MACDhist
2000/2/14,2000/2/14,1.5928,1.5966,1.5852,1.5865,1.6024199999999997,1.6004618181818193,-0.028899999999999926,32.627264225773324,46.01276629211876,30.026164316808096,-0.007783473597455126,-89.33717579250708,34.116238392108286,-110.4737804020831,-0.006439538202166502,-0.001343935395288624
2000/2/15,2000/2/15,1.5863,1.5979,1.5834,1.5964,1.6006699999999998,1.5993672727272739,-0.01749999999999985,25.69728347072377,35.74535141539888,38.99493035831573,-0.0069606870630520845,-60.46511627906959,35.23365695794852,-71.07976125881673,-0.006534292540509335,-0.0004263945225427496
2000/2/16,2000/2/16,1.5963,1.6084,1.5938,1.6082,1.6006799999999999,1.6007363636363647,9.999999999998899e-05,41.37596899224825,33.23350556291513,47.847623679214855,-0.004601390275751349,-26.16279069767413,33.830624803857525,34.62481608631929,-0.006182855765098792,0.0015814654893474426
2000/2/17,2000/2/17,1.6077,1.6137,1.6022,1.6081,1.60174,1.602085454545456,0.010600000000000165,62.149672033393244,43.0743081654551,47.78233282892275,-0.0029863695680090174,-26.453488372092703,31.536812974434525,63.741407049874255,-0.005601676456537015,0.0026153068885279972
2000/2/18,2000/2/18,1.6085,1.609,1.5948,1.6013,1.6026799999999999,1.602005454545456,0.009399999999999853,66.62423742030204,56.716626148647855,43.316413769363,-0.002775692455944556,-47.0414201183432,30.51127255937846,0.1670006680059893,-0.005087861183702022,0.002312168727757466
2000/2/21,2000/2/21,1.599,1.6017,1.5965,1.5994,1.6028399999999998,1.6014090909090926,0.0015999999999998238,57.790927021696355,62.188278825130546,42.0949634315185,-0.0027769011264136,-52.66272189349115,29.588286185828007,-31.173004820564913,-0.0046676866278314005,0.0018907855014178004
2000/2/22,2000/2/22,1.5998,1.6191,1.5995,1.6122,1.60293,1.6031109090909108,0.0009000000000001229,60.322708965242974,61.57929113574713,52.18708362581121,-0.0009676579656461293,-19.327731092436675,27.568090088022508,80.06802721088535,-0.003994954143797714,0.003027296178151585
2000/2/23,2000/2/23,1.6121,1.6149,1.601,1.6034,1.6016399999999997,1.6031963636363653,-0.012900000000000134,61.343985325885825,59.81920710427505,46.05543629542162,-0.0009920644963625769,-43.977591036414616,25.74991359999755,53.04578130912048,-0.0034489742079004166,0.0024569097115378397
2000/2/24,2000/2/24,1.6038,1.6047,1.5967,1.6002,1.6007799999999996,1.6029345454545472,-0.008599999999999941,61.251167133520234,60.97262047488301,43.96817244688817,-0.0013851864876146536,-52.941176470587905,23.33010795623735,-3.6175710594293986,-0.0030737400769393687,0.001688553589324715
2000/2/25,2000/2/25,1.6002,1.6003,1.588,1.5945,1.6010199999999997,1.6017927272727288,0.0023999999999999577,44.72455648926252,55.77323631622286,40.34898228026435,-0.002313548724630188,-68.90756302520984,22.250247869994325,-78.21782178217666,-0.0029355234674286086,0.0006219747427984208
2000/2/28,2000/2/28,1.5928,1.5975,1.5852,1.5954,1.6019099999999997,1.6007709090909106,0.008899999999999908,36.07991869314112,47.35188077197461,41.1981416090146,-0.0026542710118537816,-66.38655462184877,21.691655128109385,-108.21256038647395,-0.0028843866573240945,0.00023011564547031297
2000/2/29,2000/2/29,1.5959,1.5991,1.577,1.5784,1.6001099999999997,1.5964963636363654,-0.018000000000000016,21.50211607565701,34.10219708602021,31.72092052843105,-0.0049852890530612815,-96.67458432304022,22.29944514943695,-172.60562321455424,-0.0032663689110944923,-0.001718920141966789
2000/3/1,2000/3/1,1.5786,1.592,1.5748,1.5865,1.59794,1.59402181818182,-0.021700000000000053,19.941582155542637,25.84120564144692,39.13359038632856,-0.005106880658052093,-73.58916478555295,23.122428104354142,-125.32534350220375,-0.003601007410541329,-0.001505873247510764
2000/3/2,2000/3/2,1.5855,1.587,1.5754,1.5759,1.59472,1.5900145454545473,-0.032200000000000006,10.739773622944538,17.39449061804806,33.798277376442,-0.006353694016758338,-97.51693002257313,23.863112763779615,-128.9140393424933,-0.004101495884398967,-0.0022521981323593704
2000/3/3,2000/3/3,1.5759999999999998,1.584,1.575,1.5785,1.5924399999999999,1.5870654545454563,-0.02279999999999993,12.415349887133294,14.36556855520682,36.16997962289021,-0.006485122133921273,-91.64785553047396,24.588802092791774,-103.25443786981981,-0.004534882475221205,-0.001950239658700068
2000/3/6,2000/3/6,1.5776,1.5818,1.5708,1.5745,1.58995,1.5838036363636383,-0.024899999999999922,6.408412374229957,9.854511961435927,34.08275268224332,-0.0068069689241221365,-92.33954451345748,25.86357723957375,-99.87854698023284,-0.004947989102294102,-0.0018589798218280346
2000/3/7,2000/3/7,1.5745,1.5823,1.5688,1.5793,1.58666,1.5818672727272745,-0.03290000000000015,15.330026002924194,11.384596088095812,38.79216950163205,-0.006069317251205186,-77.22342733188731,27.29646947982214,-80.14173703257023,-0.005151866947550663,-0.0009174503036545236
2000/3/8,2000/3/8,1.5803,1.5872,1.5738,1.5803,1.58435,1.5807109090909106,-0.0230999999999999,24.71529001572772,15.484576130960619,39.787959287450576,-0.005224832514773903,-67.96657381615584,27.038711841711574,-44.392837910605785,-0.0051651334143185245,-5.9699100455378254e-05
2000/3/9,2000/3/9,1.5811,1.5844,1.5775,1.5812,1.5824499999999997,1.5801381818181832,-0.019000000000000128,35.55997992689564,25.201765315182513,40.75186677146683,-0.004366085365731909,-60.634920634920846,26.806729967412064,-24.907832029492287,-0.00501985195093914,0.0006537665852072308
2000/3/10,2000/3/10,1.5828,1.5835,1.575,1.5759,1.5805899999999997,1.578947272727274,-0.01859999999999995,33.62145738383371,31.298909108819018,36.887953110676655,-0.004354047622212809,-76.5676567656762,27.087298690307914,-57.49235474005926,-0.004898796618443443,0.0005447489962306339
2000/3/13,2000/3/13,1.5762,1.5828,1.5755,1.5792,1.5789699999999998,1.578694545454547,-0.016199999999999992,36.39467395015357,35.192037086960966,40.772991075244455,-0.003720220519109585,-65.67656765676578,27.33981054091418,-22.462896109105515,-0.004684510054928196,0.000964289535818611
2000/3/14,2000/3/14,1.5789,1.5796,1.5677,1.577,1.5788299999999997,1.5783363636363652,-0.0014000000000000679,38.65074571117575,36.22229234838767,38.9948880896368,-0.003463721917492668,-61.72839506172893,28.97654889855188,-134.94132985659172,-0.004462548575394463,0.000998826657901795
2000/3/15,2000/3/15,1.5773,1.579,1.5692,1.5725,1.5774299999999999,1.577185454545456,-0.014000000000000012,39.04509283819595,38.030170833175085,35.47849917392622,-0.003749850370691643,-75.38461538461563,30.449613420425806,-135.7158051478423,-0.004332967083630314,0.0005831167129386706
2000/3/16,2000/3/16,1.5735,1.5775,1.5685,1.5763,1.5774699999999997,1.5769800000000016,0.00039999999999995595,38.8034188034186,38.83308578426343,40.51175445838229,-0.003256857661275925,-55.89743589743586,31.897552442961615,-92.36714975845835,-0.004137310825020425,0.0008804531637445004
2000/3/17,2000/3/17,1.5752,1.5766,1.5696,1.5742,1.5770399999999998,1.5763854545454563,-0.0042999999999999705,34.01709401709393,37.288535219569496,38.659934339872684,-0.0030926595331115525,-66.66666666666667,33.20069756324384,-90.40333796939498,-0.003947374226491539,0.0008547146933799866
